Tournament,Title,Cluster
Uhuru Worlds Out 2022,ESL Quarterfinals,6
Uhuru Worlds Out 2022,Open Octofinals,8
Uhuru Worlds Pan 2022,Octofinals,-1
Uhuru Worlds Pan 2022,Round 7,4
Uhuru Worlds Pan 2022,Round 6,0
Uhuru Worlds Pan 2022,Round 5,6
Uhuru Worlds Pan 2022,Round 4,3
Uhuru Worlds Pan 2022,Round 3,2
Uhuru Worlds Pan 2022,Round 2,9
Uhuru Worlds Pan 2022,Round 1,7
ULAB 2020,Grand Final,-1
ULAB 2020,Semifinals,9
ULAB 2020,Round 4,0
ULAB 2020,Round 3,2
ULAB 2020,Round 2,7
ULAB 2020,Round 1,8
Untitled Pre-EUDC 2023,Silver Final,6
Untitled Pre-EUDC 2023,Gold Final,6
Untitled Pre-EUDC 2023,Round 4,9
Untitled Pre-EUDC 2023,Round 3 (Silent),3
Untitled Pre-EUDC 2023,Round 2,5
Untitled Pre-EUDC 2023,Round 1,1
Untitled Pre-Glasgow 2024,Grand Final,0
Untitled Pre-Glasgow 2024,Semifinals,9
Untitled Pre-Glasgow 2024,Quarterfinals,8
Untitled Pre-Glasgow 2024,Round 5,7
Untitled Pre-Glasgow 2024,Round 4,5
Untitled Pre-Glasgow 2024,Round 3,8
Untitled Pre-Glasgow 2024,Round 2,9
Untitled Pre-Glasgow 2024,Round 1,7
UPenn Pre-WUDC 2024,Novice Finals,3
UPenn Pre-WUDC 2024,ESL Finals,8
UPenn Pre-WUDC 2024,Grand Final,0
UPenn Pre-WUDC 2024,Semifinals,9
UPenn Pre-WUDC 2024,Quarterfinals,2
UPenn Pre-WUDC 2024,Round 5,9
UPenn Pre-WUDC 2024,Round 4,8
UPenn Pre-WUDC 2024,Round 3,6
UPenn Pre-WUDC 2024,Round 2,3
UPenn Pre-WUDC 2024,Round 1,8
Uruhu Worlds Lox 2021,Octofinals,-1
Uruhu Worlds Lox 2021,Round 7,-1
Uruhu Worlds Lox 2021,Round 6,9
Uruhu Worlds Lox 2021,Round 5,-1
Uruhu Worlds Lox 2021,Round 4,-1
Uruhu Worlds Lox 2021,Round 3,7
Uruhu Worlds Lox 2021,Round 2,7
Uruhu Worlds Lox 2021,Round 1,6
Uruhu Worlds Out 2021,Schools Finals,0
Uruhu Worlds Out 2021,Schools Semifinals,7
Uruhu Worlds Out 2021,ESL Finals,1
Uruhu Worlds Out 2021,ESL Semifinals,7
Uruhu Worlds Out 2021,ESL Quarterfinals,6
Uruhu Worlds Out 2021,Grand Final,8
Uruhu Worlds Out 2021,Semifinals,8
Uruhu Worlds Out 2021,Quarterfinals,1
Uruhu Worlds Out 2021,Octofinals,0
Uruhu Worlds Pan 2021,Semifinals,-1
Uruhu Worlds Pan 2021,Round 7,4
Uruhu Worlds Pan 2021,Round 6,9
Uruhu Worlds Pan 2021,Round 5,7
Uruhu Worlds Pan 2021,Round 4,8
Uruhu Worlds Pan 2021,Round 3,5
Uruhu Worlds Pan 2021,Round 2,8
Uruhu Worlds Pan 2021,Round 1,2
USC IV 2021,Novice Finals,9
USC IV 2021,Grand Final,8
USC IV 2021,Semifinals,9
USC IV 2021,Quarterfinals,8
USC IV 2021,Round 5,8
USC IV 2021,Round 4,6
USC IV 2021,Round 3,4
USC IV 2021,Round 2,2
USC IV 2021,Round 1,5
USC IV 2022,Grand Final,7
USC IV 2022,Novice Finals,8
USC IV 2022,Semifinals,8
USC IV 2022,Round 6,6
USC IV 2022,Round 5,9
USC IV 2022,Round 4,8
USC IV 2022,Round 3,9
USC IV 2022,Round 2,3
USC IV 2022,Round 1,5
USC IV 2023,Novice Finals,8
USC IV 2023,Grand Final,3
USC IV 2023,Semifinals,2
USC IV 2023,Round 6,8
USC IV 2023,Round 5,6
USC IV 2023,Round 4,3
USC IV 2023,Round 3,1
USC IV 2023,Round 2,9
USC IV 2023,Round 1,6
USC IV 2024,Open Finals,3
USC IV 2024,Novice Finals,5
USC IV 2024,Open Semifinals,0
USC IV 2024,Open Quarterfinals,7
USC IV 2024,Round 5,9
USC IV 2024,Round 4,2
USC IV 2024,Round 3,9
USC IV 2024,Round 2,1
USC IV 2024,Round 1,5
USC IV 2025,Novice Finals,9
USC IV 2025,Grand Final,4
USC IV 2025,Semifinals,2
USC IV 2025,Quarterfinals,0
USC IV 2025,Round 5,3
USC IV 2025,Round 4,3
USC IV 2025,Round 3,8
USC IV 2025,Round 2,1
USC IV 2025,Round 1,9
USUDC 2020,Novice Finals,8
USUDC 2020,Novice Semifinals,5
USUDC 2020,Grand Final,-1
USUDC 2020,Semifinals,8
USUDC 2020,Quarterfinals,9
USUDC 2020,Octofinals,5
USUDC 2020,Round 8,2
USUDC 2020,Round 7,7
USUDC 2020,Round 6,4
USUDC 2020,Round 5,0
USUDC 2020,Round 4,8
USUDC 2020,Round 3,9
USUDC 2020,Round 2,9
USUDC 2020,Round 1,9
USUDC 2022,Novice Finals,0
USUDC 2022,Novice Semifinals,7
USUDC 2022,Grand Final,7
USUDC 2022,Semifinals,9
USUDC 2022,Quarterfinals,2
USUDC 2022,Round 8,7
USUDC 2022,Round 7,9
USUDC 2022,Round 6,2
USUDC 2022,Round 5,3
USUDC 2022,Round 4,0
USUDC 2022,Round 3,9
USUDC 2022,Round 2,8
USUDC 2022,Round 1,5
USUDC 2023,Novice Finals,9
USUDC 2023,Novice Semifinals,3
USUDC 2023,Grand Final,6
USUDC 2023,Semifinals,9
USUDC 2023,Quarterfinals,3
USUDC 2023,Round 8,0
USUDC 2023,Round 7,2
USUDC 2023,Round 6,9
USUDC 2023,Round 5,3
USUDC 2023,Round 4,1
USUDC 2023,Round 3,8
USUDC 2023,Round 2,9
USUDC 2023,Round 1,5
USUDC 2025,Novice Finals,6
USUDC 2025,Novice Semifinals,8
USUDC 2025,Grand Final,0
USUDC 2025,Semifinals,8
USUDC 2025,Quarterfinals,9
USUDC 2025,Round 5,8
USUDC 2025,Round 4,9
USUDC 2025,Round 3,4
USUDC 2025,Round 2,2
USUDC 2025,Round 1,1
UT MARA IV 2024,Novice Finals,3
UT MARA IV 2024,Grand Final,6
UT MARA IV 2024,Semifinals,9
UT MARA IV 2024,Round 5,4
UT MARA IV 2024,Round 4,8
UT MARA IV 2024,Round 3,9
UT MARA IV 2024,Round 2,9
UT MARA IV 2024,Round 1,8
Vanderbilt IV 2024,Novice Finals,0
Vanderbilt IV 2024,Novice Semifinals,7
Vanderbilt IV 2024,Grand Final,6
Vanderbilt IV 2024,Semifinals,0
Vanderbilt IV 2024,Quarterfinals,7
Vanderbilt IV 2024,Round 6,3
Vanderbilt IV 2024,Round 5,5
Vanderbilt IV 2024,Round 4,9
Vanderbilt IV 2024,Round 3,7
Vanderbilt IV 2024,Round 2,6
Vanderbilt IV 2024,Round 1,8
Vienna IV 2022,Pro Am Final,5
Vienna IV 2022,ESL Final,8
Vienna IV 2022,ESL Semi Finals,2
Vienna IV 2022,Grand Final,0
Vienna IV 2022,Semifinals,9
Vienna IV 2022,Quarterfinals,2
Vienna IV 2022,Round 5,4
Vienna IV 2022,Round 4,0
Vienna IV 2022,Round 3,8
Vienna IV 2022,Round 2,9
Vienna IV 2022,Round 1,5
Vienna IV 2023,Round 1,8
Vienna IV 2023,Round 2,7
Vienna IV 2023,Round 3,0
Vienna IV 2023,Round 4,9
Vienna IV 2023,Round 5,7
Vienna IV 2023,Quarterfinals,0
Vienna IV 2023,ESL Semifinals,0
Vienna IV 2023,Novice Final,3
Vienna IV 2023,Semifinals,3
Vienna IV 2023,ESL Final,3
Vienna IV 2023,Grand Final,2
Vienna IV 2024,Novice Finals,8
Vienna IV 2024,ESL Finals,4
Vienna IV 2024,ESL Semifinals,2
Vienna IV 2024,Grand Final,0
Vienna IV 2024,Semifinals,4
Vienna IV 2024,Quarterfinals,2
Vienna IV 2024,Round 5,7
Vienna IV 2024,Round 4,8
Vienna IV 2024,Round 3,0
Vienna IV 2024,Round 2,7
Vienna IV 2024,Round 1,7
Vienna Pre-EUDC 2024,Novice Finals,4
Vienna Pre-EUDC 2024,ESL Finals,0
Vienna Pre-EUDC 2024,Grand Final,3
Vienna Pre-EUDC 2024,Semifinals,0
Vienna Pre-EUDC 2024,Quarterfinals,5
Vienna Pre-EUDC 2024,Partial Double Quarterfinals,3
Vienna Pre-EUDC 2024,Round 5,7
Vienna Pre-EUDC 2024,Round 4,6
Vienna Pre-EUDC 2024,Round 3,8
Vienna Pre-EUDC 2024,Round 2,3
Vienna Pre-EUDC 2024,Round 1,2
Vienna Pre-WUDC 2022,Novice Finals,5
Vienna Pre-WUDC 2022,ESL Finals,3
Vienna Pre-WUDC 2022,ESL Semifinals,0
Vienna Pre-WUDC 2022,Grand Final,0
Vienna Pre-WUDC 2022,Semifinals,2
Vienna Pre-WUDC 2022,Quarterfinals,2
Vienna Pre-WUDC 2022,Partial Octofinals,9
Vienna Pre-WUDC 2022,Round 5,9
Vienna Pre-WUDC 2022,Round 4,5
Vienna Pre-WUDC 2022,Round 3,6
Vienna Pre-WUDC 2022,Round 2,2
Vienna Pre-WUDC 2022,Round 1,7
Vienna Pre-WUDC 2024,Novice Finals,4
Vienna Pre-WUDC 2024,ESL Finals,0
Vienna Pre-WUDC 2024,ESL Semifinals,8
Vienna Pre-WUDC 2024,Grand Final,8
Vienna Pre-WUDC 2024,Semifinals,6
Vienna Pre-WUDC 2024,Quarterfinals,9
Vienna Pre-WUDC 2024,Open Partial-Octos,3
Vienna Pre-WUDC 2024,Round 5,0
Vienna Pre-WUDC 2024,Round 4,6
Vienna Pre-WUDC 2024,Round 3,8
Vienna Pre-WUDC 2024,Round 2,6
Vienna Pre-WUDC 2024,Round 1,9
Vitark 2022,Grand Finals,8
Vitark 2022,Novice Finals,3
Vitark 2022,Semi Finals,0
Vitark 2022,Novice Semifinals,7
Vitark 2022,Quarterfinals,2
Vitark 2022,Round 5,2
Vitark 2022,Round 4,9
Vitark 2022,Round 3,8
Vitark 2022,Round 2,9
Vitark 2022,Round 1,8
Vitark 2023,Novice Finals,4
Vitark 2023,Grand Final,1
Vitark 2023,Semifinals,0
Vitark 2023,Round 5,9
Vitark 2023,Round 4,0
Vitark 2023,Round 3,8
Vitark 2023,Round 2,9
Vitark 2023,Round 1,1
Warwick IV 2022,Round 1,8
Warwick IV 2022,Round 2,7
Warwick IV 2022,Round 3,1
Warwick IV 2022,Round 4,6
Warwick IV 2022,Bronze Final,3
Warwick IV 2022,Silver Final,3
Warwick IV 2022,Gold Final,3
Warwick Open 2024,Grand Final,3
Warwick Open 2024,Semifinals,0
Warwick Open 2024,ESL Final,4
Warwick Open 2024,Round 5,8
Warwick Open 2024,Round 4,9
Warwick Open 2024,Round 3,8
Warwick Open 2024,Round 2,3
Warwick Open 2024,Round 1,9
Warwick Open 2025,Novice Finals,8
Warwick Open 2025,ESL Finals,8
Warwick Open 2025,ESL Semifinals,2
Warwick Open 2025,Grand Final,8
Warwick Open 2025,Semifinals,0
Warwick Open 2025,Quarterfinals,2
Warwick Open 2025,Round 5,4
Warwick Open 2025,Round 4,1
Warwick Open 2025,Round 3,9
Warwick Open 2025,Round 2,8
Warwick Open 2025,Round 1,5
Western IV 2022,ESL Finals,0
Western IV 2022,Novice Finals,6
Western IV 2022,Open Grand Final,8
Western IV 2022,Open Semifinals,9
Western IV 2022,Open Quarterfinals,8
Western IV 2022,Round 5,9
Western IV 2022,Round 4,8
Western IV 2022,Round 3,9
Western IV 2022,Round 2,0
Western IV 2022,Round 1,7
Western IV 2023,Novice Finals,2
Western IV 2023,ESL Finals,5
Western IV 2023,Grand Final,3
Western IV 2023,Semifinals,6
Western IV 2023,Quarterfinals,2
Western IV 2023,Partial Double Quarters,5
Western IV 2023,Round 5,3
Western IV 2023,Round 4,9
Western IV 2023,Round 3,2
Western IV 2023,Round 2,8
Western IV 2023,Round 1,4
Western IV 2024,Round 1,2
Western IV 2024,Round 2,7
Western IV 2024,Round 3,9
Western IV 2024,Round 4,0
Western IV 2024,Round 5,4
Western IV 2024,Pre Semifinal,8
Western IV 2024,Semifinals,8
Western IV 2024,Grand Final,8
Western IV 2024,ESL Finals,8
Western IV 2024,Novice Finals,8
Western States 2022,Grand Final,0
Western States 2022,Novice Finals,0
Western States 2022,Semifinals,5
Western States 2022,Round 6,0
Western States 2022,Round 5,8
Western States 2022,Round 4,6
Western States 2022,Round 3,9
Western States 2022,Round 2,2
Western States 2022,Round 1,0
Wolce Novice Cup 2022,Grand Finals,8
Wolce Novice Cup 2022,Semi Finals,0
Wolce Novice Cup 2022,Round 4,0
Wolce Novice Cup 2022,Round 3,3
Wolce Novice Cup 2022,Round 2,8
Wolce Novice Cup 2022,Round 1,8
Wolce Pre-ABP 2020,Grand Final,3
Wolce Pre-ABP 2020,Semifinals,9
Wolce Pre-ABP 2020,Quarterfinals,1
Wolce Pre-ABP 2020,Octofinals,7
Wolce Pre-ABP 2020,Round 4,3
Wolce Pre-ABP 2020,Round 3,2
Wolce Pre-ABP 2020,Round 2,7
Wolce Pre-ABP 2020,Round 1,7
Wolce Pro Am 2021,Grand Final,2
Wolce Pro Am 2021,Semifinals,9
Wolce Pro Am 2021,Round 4,8
Wolce Pro Am 2021,Round 3,0
Wolce Pro Am 2021,Round 2,6
Wolce Pro Am 2021,Round 1,7
World Debate Open 2021,Novice Finals,2
World Debate Open 2021,Novice Semifinals,7
World Debate Open 2021,Grand Final,5
World Debate Open 2021,Semifinals,9
World Debate Open 2021,Quarterfinals,7
World Debate Open 2021,Round 4,2
World Debate Open 2021,Round 3,6
World Debate Open 2021,Round 2,5
World Debate Open 2021,Round 1,8
WUDC 2020,Open Grand Final,0
WUDC 2020,ESL Grand Final,7
WUDC 2020,EFL Grand Final,9
WUDC 2020,Open Semifinals,8
WUDC 2020,Open Quarterfinals,9
WUDC 2020,EFL Semifinals,3
WUDC 2020,ESL Semifinals,3
WUDC 2020,Open Octofinals,6
WUDC 2020,ESL Quarterfinals,5
WUDC 2020,Open Partial Double-Octofinals,4
WUDC 2020,Round 9,5
WUDC 2020,Round 8,2
WUDC 2020,Round 7,0
WUDC 2020,Round 6,7
WUDC 2020,Round 5,9
WUDC 2020,Round 4,7
WUDC 2020,Round 3,4
WUDC 2020,Round 2,0
WUDC 2020,Round 1,7
WUDC 2021,EFL Finals,7
WUDC 2021,EFL Semifinals,3
WUDC 2021,ESL Finals,8
WUDC 2021,ESL Semifinals,6
WUDC 2021,ESL Quarterfinals,5
WUDC 2021,Grand Final,7
WUDC 2021,Semifinals,8
WUDC 2021,Quarterfinals,9
WUDC 2021,Octofinals,3
WUDC 2021,Partial Double Octofinals,0
WUDC 2021,Round 9,7
WUDC 2021,Round 8,2
WUDC 2021,Round 7,0
WUDC 2021,Round 6,4
WUDC 2021,Round 5,9
WUDC 2021,Round 4,1
WUDC 2021,Round 3,2
WUDC 2021,Round 2,7
WUDC 2021,Round 1,0
WUDC 2022,EFL Finals,8
WUDC 2022,EFL Semifinals,7
WUDC 2022,ESL Finals,0
WUDC 2022,ESL Semifinals,8
WUDC 2022,ESL Quarterfinals,2
WUDC 2022,Grand Final,9
WUDC 2022,Semifinals,4
WUDC 2022,Quarterfinals,3
WUDC 2022,Octofinals,9
WUDC 2022,Partial Double-Octofinals,2
WUDC 2022,Round 9,8
WUDC 2022,Round 8,0
WUDC 2022,Round 7,8
WUDC 2022,Round 6,9
WUDC 2022,Round 5,5
WUDC 2022,Round 4,7
WUDC 2022,Round 3,2
WUDC 2022,Round 2,1
WUDC 2022,Round 1,9
WUDC 2023,EFL Finals,4
WUDC 2023,ESL Finals,4
WUDC 2023,ESL Semifinals,5
WUDC 2023,Grand Final,3
WUDC 2023,Semifinals,2
WUDC 2023,Quarterfinals,9
WUDC 2023,Octofinals,8
WUDC 2023,Partial Double-Octofinals,6
WUDC 2023,Round 9,7
WUDC 2023,Round 8,8
WUDC 2023,Round 7,0
WUDC 2023,Round 6,6
WUDC 2023,Round 5,3
WUDC 2023,Round 4,9
WUDC 2023,Round 3,0
WUDC 2023,Round 2,8
WUDC 2023,Round 1,1
WUDC 2024,EFL Finals,6
WUDC 2024,EFL Semifinals,9
WUDC 2024,ESL Finals,8
WUDC 2024,ESL Semifinals,9
WUDC 2024,ESL Quarterfinals,4
WUDC 2024,Grand Final,3
WUDC 2024,Semifinals,9
WUDC 2024,Quarterfinals,0
WUDC 2024,Octofinals,8
WUDC 2024,Partial Double-Octofinals,9
WUDC 2024,Round 9,8
WUDC 2024,Round 8,9
WUDC 2024,Round 7,-1
WUDC 2024,Round 6,6
WUDC 2024,Round 5,9
WUDC 2024,Round 4,0
WUDC 2024,Round 3,6
WUDC 2024,Round 2,5
WUDC 2024,Round 1,5
WUDC 2025,EFL Grand Final,6
WUDC 2025,ESL Grand Final,4
WUDC 2025,ESL Semi Finals,9
WUDC 2025,Grand Final,6
WUDC 2025,Semi Finals,0
WUDC 2025,Quarter Finals,7
WUDC 2025,Octo Finals,8
WUDC 2025,Partial Double-Octo Finals,8
WUDC 2025,Round 9,9
WUDC 2025,Round 8,7
WUDC 2025,Round 7,9
WUDC 2025,Round 6,9
WUDC 2025,Round 5,6
WUDC 2025,Round 4,2
WUDC 2025,Round 3,0
WUDC 2025,Round 2,8
WUDC 2025,Round 1,5
Yale IV 2022,ESL Finals,2
Yale IV 2022,Novice Finals,5
Yale IV 2022,Novice Semifinals,8
Yale IV 2022,Grand Final,0
Yale IV 2022,Semifinals,9
Yale IV 2022,Quarterfinals,8
Yale IV 2022,Round 5,7
Yale IV 2022,Round 4,8
Yale IV 2022,Round 3,5
Yale IV 2022,Round 2,5
Yale IV 2022,Round 1,8
Yale IV 2023,Novice Finals,3
Yale IV 2023,Novice Semifinals,7
Yale IV 2023,Grand Final,5
Yale IV 2023,Semifinals,9
Yale IV 2023,Quarterfinals,7
Yale IV 2023,Round 5,3
Yale IV 2023,Round 4,4
Yale IV 2023,Round 3,9
Yale IV 2023,Round 2,2
Yale IV 2023,Round 1,0
Yale IV 2024,Novice Finals,5
Yale IV 2024,Novice Semifinals,8
Yale IV 2024,Open Finals,3
Yale IV 2024,Open Semifinals,9
Yale IV 2024,Open Quarterfinals,9
Yale IV 2024,Round 5,8
Yale IV 2024,Round 4,9
Yale IV 2024,Round 3,8
Yale IV 2024,Round 2,9
Yale IV 2024,Round 1,2
Yale IV Fall 2021,Novice Finals,5
Yale IV Fall 2021,ESL Finals,6
Yale IV Fall 2021,Grand Final,4
Yale IV Fall 2021,Semifinals,9
Yale IV Fall 2021,Quarterfinals,7
Yale IV Fall 2021,Partial Double Quarterfinals,9
Yale IV Fall 2021,Round 5,-1
Yale IV Fall 2021,Round 4,7
Yale IV Fall 2021,Round 3,8
Yale IV Fall 2021,Round 2,9
Yale IV Fall 2021,Round 1,1
Yale Online IV 2021,Round 1,2
Yale Online IV 2021,Round 2,2
Yale Online IV 2021,Round 3,0
Yale Online IV 2021,Round 4,9
Yale Online IV 2021,Round 5,7
Yale Online IV 2021,Partial Double Quarterfinals,0
Yale Online IV 2021,Quarterfinals,6
Yale Online IV 2021,Novice Final,8
Yale Online IV 2021,ESL Final,3
Yale Online IV 2021,Semifinals,3
Yale Online IV 2021,Grand Final,8
Zagreb Open 2024,Novice Final,8
Zagreb Open 2024,Grand Final,2
Zagreb Open 2024,Semifinals,0
Zagreb Open 2024,Round 5,6
Zagreb Open 2024,Round 4,5
Zagreb Open 2024,Round 3,9
Zagreb Open 2024,Round 2,5
Zagreb Open 2024,Round 1,9
Zagreb Open 2025,Novice Finals,8
Zagreb Open 2025,Grand Final,7
Zagreb Open 2025,Semifinals,0
Zagreb Open 2025,Round 5,4
Zagreb Open 2025,Round 4,6
Zagreb Open 2025,Round 3,8
Zagreb Open 2025,Round 2,7
Zagreb Open 2025,Round 1,1
Zagreb Pre-EUDC 2024,Grand Final,8
Zagreb Pre-EUDC 2024,Semifinals,9
Zagreb Pre-EUDC 2024,Quarterfinals,8
Zagreb Pre-EUDC 2024,Round 5,2
Zagreb Pre-EUDC 2024,Round 4,7
Zagreb Pre-EUDC 2024,Round 3,9
Zagreb Pre-EUDC 2024,Round 2,6
Zagreb Pre-EUDC 2024,Round 1,5
Zagreb Pre-WUDC 2023,Novice Finals,0
Zagreb Pre-WUDC 2023,ESL Finals,0
Zagreb Pre-WUDC 2023,ESL Semifinals,8
Zagreb Pre-WUDC 2023,Grand Final,4
Zagreb Pre-WUDC 2023,Semifinals,0
Zagreb Pre-WUDC 2023,Quarterfinals,8
Zagreb Pre-WUDC 2023,Round 5,9
Zagreb Pre-WUDC 2023,Round 4,7
Zagreb Pre-WUDC 2023,Round 3,4
Zagreb Pre-WUDC 2023,Round 2,5
Zagreb Pre-WUDC 2023,Round 1,6
Zagreb Pre-WUDC 2024,Grand Final,7
Zagreb Pre-WUDC 2024,Semifinals,0
Zagreb Pre-WUDC 2024,Quarterfinals,1
Zagreb Pre-WUDC 2024,Round 5,9
Zagreb Pre-WUDC 2024,Round 4,9
Zagreb Pre-WUDC 2024,Round 3,9
Zagreb Pre-WUDC 2024,Round 2,8
Zagreb Pre-WUDC 2024,Round 1,5
Zagreb Pre-WUDC 2024,Grand Final,7
Zagreb Pre-WUDC 2024,Semifinals,0
Zagreb Pre-WUDC 2024,Quarterfinals,1
Zagreb Pre-WUDC 2024,Round 5,9
Zagreb Pre-WUDC 2024,Round 4,9
Zagreb Pre-WUDC 2024,Round 3,9
Zagreb Pre-WUDC 2024,Round 2,8
Zagreb Pre-WUDC 2024,Round 1,5
Zamboanga NDC 2024,Union Cup Finals,9
Zamboanga NDC 2024,Union Cup Semifinals,9
Zamboanga NDC 2024,Grand Final,3
Zamboanga NDC 2024,Semifinals,7
Zamboanga NDC 2024,Quarterfinals,3
Zamboanga NDC 2024,Octofinals,3
Zamboanga NDC 2024,Round 7,2
Zamboanga NDC 2024,Round 6,0
Zamboanga NDC 2024,Round 5,1
Zamboanga NDC 2024,Round 4,0
Zamboanga NDC 2024,Round 3,3
Zamboanga NDC 2024,Round 2,0
Zamboanga NDC 2024,Round 1,2
Zimbabwe Eliminations 2021,Grand Final,-1
Zimbabwe Eliminations 2021,Semifinals,-1
Zimbabwe Eliminations 2021,Quarterfinals,-1
Zimbabwe Eliminations 2021,Octofinals,-1
Zimbabwe Eliminations 2021,Round 1,-1
Zurich Open 2024,Grand Final,0
Zurich Open 2024,Round 6,8
Zurich Open 2024,Round 5,9
Zurich Open 2024,Round 4,8
Zurich Open 2024,Round 3,3
Zurich Open 2024,Round 2,6
Zurich Open 2024,Round 1,5
